"","race","age","engnat","gender","hand","source","country","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10"
"17256","European",16,"Yes","Female","Right",2,"US",2,2,5,4,3,2,2,2,2,2,4,5,4,4,4,2,4,2,2,2,1,1,1,1,1,1,1,2,4,4,2,4,2,1,4,2,2,4,2,3,3,5,4,5,4,5,5,3,4,4
"17257","European",38,"Yes","Female","Right",1,"US",2,3,4,2,3,4,2,1,2,2,3,2,3,2,5,2,4,2,1,4,1,1,1,1,1,1,1,2,5,2,4,4,4,2,4,2,2,3,4,2,5,5,5,5,3,5,5,5,5,4
"17258","Other",45,"No","Male","Right",5,"ZA",5,5,5,5,5,5,4,5,5,1,3,4,1,1,2,5,1,4,5,4,2,1,2,3,2,1,3,1,5,5,2,5,2,1,4,1,4,5,2,1,4,5,3,5,4,5,5,2,4,4
"17259","European",19,"Yes","Female","Right",1,"US",4,4,5,3,5,4,4,1,4,1,1,2,1,1,1,1,2,2,2,5,1,1,1,1,1,1,2,2,4,4,3,5,3,3,4,2,2,3,4,3,3,4,4,4,4,4,4,3,3,3
"17260","European",67,"Yes","Female","Right",1,"US",2,5,5,4,5,4,3,2,3,3,3,2,2,4,4,2,3,3,4,3,1,2,1,2,2,2,2,2,3,3,2,2,1,1,3,4,2,5,2,1,4,4,4,3,3,3,3,3,4,4
"17261","European",22,"Yes","Male","Right",1,"US",4,1,2,1,1,1,1,2,3,1,1,1,1,1,1,5,2,5,5,5,1,1,4,1,1,1,2,4,5,1,1,4,2,3,3,1,1,4,1,5,5,4,5,1,5,5,5,5,5,5
"17262","Middle East",14,"Yes","Female","Right",1,"US",3,4,4,2,4,4,4,4,2,1,2,3,2,1,2,4,4,4,4,5,5,1,3,1,1,2,1,1,4,2,1,1,2,2,1,4,2,3,2,2,4,2,4,4,3,4,3,3,4,4
"17263","European",16,"Yes","Male","Right",5,"US",1,1,1,2,1,1,1,2,3,1,1,2,1,1,2,3,2,4,3,4,1,2,2,1,2,1,3,3,4,4,3,4,3,3,5,5,2,4,4,3,4,4,5,5,3,5,4,3,5,4
"17264","North African and Other",32,"Yes","Female","Right",5,"US",3,3,4,1,5,4,4,1,1,3,3,5,2,3,2,1,3,1,3,1,1,1,1,2,1,2,2,1,4,4,2,5,3,5,4,2,2,5,4,3,3,4,4,3,4,4,4,2,4,4
"17265","Mixed",16,"Yes","Female","Left",5,"US",4,4,4,4,4,4,3,4,5,2,1,3,1,1,2,3,2,4,2,5,1,2,2,1,2,2,2,3,5,4,2,4,2,2,5,4,2,2,3,2,4,5,4,4,3,4,4,3,4,4
"17266","European",18,"Yes","Male","Right",5,"US",4,4,5,4,4,4,5,3,4,4,5,4,4,4,5,1,5,1,1,1,1,1,3,2,2,2,2,2,4,4,2,3,2,1,2,4,2,4,2,2,4,4,4,4,3,2,5,2,3,4
"17267","South East Asian",27,"No","Female","Right",5,"HK",4,5,4,2,4,4,4,4,4,4,3,4,3,2,2,3,2,4,4,3,1,1,1,1,2,1,2,2,5,4,4,4,2,3,3,2,2,3,3,2,2,4,5,4,3,5,4,3,4,3
"17268","European",23,"Yes","Female","Right",2,"US",3,4,4,4,5,4,3,4,4,4,1,1,1,1,5,5,1,4,5,4,1,2,2,2,2,2,2,2,5,4,4,5,2,5,5,1,4,4,3,1,5,5,5,5,4,5,5,5,5,5
"17269","Mixed",63,"Yes","Female","Left",2,"US",2,5,4,2,4,4,3,1,1,2,4,2,2,3,3,3,2,1,4,1,1,5,1,1,1,1,1,2,5,5,2,2,3,1,3,5,1,3,3,3,2,5,5,5,5,5,5,1,4,4
"17270","European",15,"Yes","Female","Right",1,"AU",3,5,2,3,4,4,3,4,5,2,2,2,2,3,1,3,1,5,4,5,4,3,4,4,1,5,3,4,2,2,4,3,4,5,5,1,5,3,5,4,2,2,5,3,3,5,4,4,1,5
"17271","Other",18,"Yes","Female","Right",5,"US",1,3,4,1,3,1,1,1,1,1,1,3,1,2,4,5,1,2,5,4,4,2,1,2,5,1,2,2,4,3,2,2,3,1,3,4,2,3,3,2,3,3,3,4,2,3,2,2,5,2
"17272","Other",17,"No","Female","Right",2,"US",3,5,4,4,5,5,3,1,3,1,2,3,1,3,2,1,5,1,1,2,1,1,1,1,1,1,1,2,5,1,1,4,3,1,1,4,2,4,1,1,3,4,2,3,3,1,4,2,3,2
"17273","Other",15,"No","Female","Right",5,"US",3,2,4,3,2,2,2,3,2,2,2,3,2,4,3,4,2,4,3,4,2,3,3,2,3,2,3,3,2,3,4,2,3,3,4,3,2,3,2,3,2,3,3,3,2,3,3,2,4,3
"17274","Other",16,"Yes","Female","Right",2,"US",3,4,4,2,5,5,1,1,1,3,5,5,4,1,3,1,5,1,2,1,4,5,1,4,4,3,3,1,5,5,4,5,2,1,1,1,1,5,1,1,3,5,5,5,5,5,3,3,5,5
"17275","West African",19,"Yes","Female","Right",2,"US",4,4,5,2,4,4,2,2,2,2,2,2,1,3,2,5,4,1,4,3,1,2,2,1,1,1,2,1,5,5,4,2,2,2,4,5,1,5,2,2,4,2,4,2,4,4,3,3,4,4
"17276","European",22,"Yes","Male","Right",2,"US",5,5,5,5,5,5,5,5,5,5,2,4,2,4,4,5,1,5,5,1,1,1,5,1,1,1,1,1,5,5,3,5,4,5,3,1,3,3,4,4,5,3,5,3,3,5,5,4,4,5
"17277","European",32,"Yes","Female","Right",1,"US",2,4,3,2,3,4,2,1,1,1,1,2,1,1,5,5,2,4,5,5,1,2,2,1,2,1,2,1,5,4,3,5,1,3,5,1,3,3,3,3,5,3,3,2,4,3,5,4,5,4
"17278","Middle East",17,"Yes","Female","Right",2,"US",3,3,4,2,3,4,1,2,1,1,2,3,1,2,1,4,2,3,5,2,1,3,2,1,2,1,1,4,4,3,1,4,2,2,5,4,2,4,2,5,2,2,4,4,3,4,4,1,5,2
"17279","European",18,"Yes","Female","Right",5,"US",3,4,4,3,5,4,4,2,2,4,2,4,1,4,2,3,4,1,2,2,1,1,1,1,2,2,2,2,4,5,2,3,1,2,3,5,1,5,2,1,5,4,3,2,4,4,5,2,4,4
"17280","South East Asian",21,"No","Female","Left",2,"US",4,4,3,2,3,3,3,2,4,1,5,5,4,5,3,1,1,2,1,1,2,2,1,2,2,1,2,1,4,4,4,2,1,1,5,5,2,3,5,2,1,1,3,2,1,3,3,1,1,2
"17281","European",20,"Yes","Female","Left",1,"US",1,2,2,2,5,3,5,2,2,4,2,2,1,3,2,1,3,1,1,3,1,1,1,1,1,1,1,1,5,4,4,4,1,4,4,1,3,5,2,4,3,2,5,3,4,5,4,4,5,5
"17282","European",19,"Yes","Female","Right",1,"US",1,1,3,1,1,1,1,1,1,1,2,4,2,2,3,2,4,2,3,3,2,3,4,2,2,3,3,2,3,2,1,1,3,2,3,5,2,5,1,2,3,5,2,4,3,2,4,2,4,2
"17283","Mixed",13,"Yes","Female","Left",1,"US",1,1,3,1,2,4,2,1,2,1,1,3,2,3,3,3,4,2,3,2,2,2,2,2,2,1,3,2,4,3,4,4,3,4,4,2,1,3,3,2,4,4,5,4,5,5,4,3,4,5
"17284","European",18,"Yes","Female","Right",1,"US",2,1,2,1,2,4,2,2,3,2,1,2,1,2,2,4,2,2,4,4,2,2,4,2,2,2,2,3,4,3,2,3,2,3,5,2,3,3,2,2,3,2,4,5,3,4,4,4,4,4
"17285","Other",19,"No","Female","Right",1,"US",2,3,2,3,1,3,3,2,1,1,2,2,1,3,3,4,2,3,4,2,5,2,2,2,2,1,2,2,3,2,3,3,4,2,3,4,3,3,4,3,1,3,5,4,2,4,3,1,4,2
"17286","Indian",40,"No","Male","Right",1,"IN",4,3,4,3,3,5,2,3,4,1,2,5,2,4,5,1,5,1,2,1,1,4,1,1,4,2,1,1,5,5,2,1,1,1,2,5,1,5,2,1,4,5,5,3,5,5,5,1,3,5
"17287","European",24,"Yes","Female","Right",1,"US",3,3,4,3,3,5,3,4,3,2,2,2,2,2,2,4,1,5,4,3,1,1,2,1,1,2,1,2,4,4,2,3,1,3,3,4,2,4,2,2,4,5,5,5,5,5,5,3,5,5
"17288","European",31,"Yes","Female","Right",2,"US",1,3,4,2,4,4,4,2,2,1,2,4,2,5,3,3,4,1,2,1,1,1,2,2,2,2,1,1,4,5,2,3,1,2,3,5,1,5,2,2,4,4,3,4,5,3,5,3,3,4
"17289","European",19,"Yes","Male","Right",5,"US",2,3,2,1,3,4,2,2,2,1,1,3,1,3,5,3,2,3,4,3,2,2,2,2,2,2,2,3,2,4,5,3,1,2,4,4,2,3,5,3,5,4,5,5,4,5,4,4,4,4
"17290","Other",21,"Yes","Female","Right",1,"US",3,2,1,3,1,1,1,2,1,1,4,3,4,5,2,2,3,1,4,1,5,5,3,5,5,4,5,5,2,2,2,1,1,1,3,5,1,3,3,3,4,4,5,4,5,5,5,3,5,5
"17291","European",37,"Yes","Female","Left",1,"US",3,3,3,3,2,3,2,2,2,2,3,3,2,4,4,2,4,2,3,2,2,3,2,2,2,2,2,3,4,4,3,5,2,3,3,3,3,4,3,3,5,5,4,4,4,5,4,5,3,4
"17292","Other",17,"Yes","Female","Right",2,"US",3,5,5,4,5,5,5,4,5,4,1,4,1,4,2,3,1,5,4,3,3,1,2,1,1,1,1,1,5,5,2,1,1,4,3,3,2,2,1,3,3,5,5,5,5,5,5,3,5,5
"17293","European",51,"Yes","Male","Right",1,"CA",4,4,4,4,4,4,3,4,4,3,4,4,3,4,5,2,5,1,2,1,2,3,2,3,2,2,3,3,3,4,3,2,2,1,2,4,2,5,2,2,4,2,3,2,3,2,5,4,2,3
"17294","Indian",40,"No","Male","Right",5,"IN",2,4,3,1,4,4,1,3,4,2,1,4,2,3,2,4,2,5,4,3,4,3,1,2,1,2,2,4,5,4,3,4,1,1,3,4,1,3,1,2,5,5,5,3,5,5,5,3,5,5
"17295","Other",37,"No","Female","Right",5,"CA",3,5,5,5,5,5,5,5,4,5,5,4,4,5,4,3,5,1,3,1,1,2,1,2,1,1,1,1,5,4,3,4,3,1,1,2,3,5,2,1,4,5,4,4,4,5,5,4,4,4
"17296","Indian",40,"No","Male","Right",1,"IN",3,2,5,1,2,5,2,3,4,1,1,5,1,3,5,1,5,1,1,1,1,3,1,1,2,2,1,1,5,5,1,1,1,1,2,5,1,5,1,1,4,5,5,1,5,5,5,1,5,5
"17297","European",21,"Yes","Male","Right",5,"US",3,2,3,3,1,4,1,4,3,1,2,4,3,2,3,2,2,4,3,4,4,3,4,4,4,4,4,4,2,3,2,4,1,2,2,2,1,3,2,1,4,5,5,5,4,5,5,3,5,5
"17298","European",38,"Yes","Male","Right",1,"US",2,3,3,2,2,4,1,3,2,3,2,2,2,3,3,3,4,2,4,2,2,2,2,1,3,4,2,2,4,3,2,2,1,2,2,4,1,4,2,2,4,4,3,4,5,2,5,4,5,3
"17299","European",20,"Yes","Female","Right",5,"US",3,4,5,4,5,5,3,4,5,3,2,3,2,3,2,3,2,2,4,2,2,3,4,1,2,1,2,2,5,3,2,2,2,2,3,4,1,4,2,2,4,4,3,3,5,4,3,3,4,5
"17300","Mixed",52,"Yes","Female","Right",1,"CA",1,1,4,1,2,1,1,1,1,1,2,4,2,5,5,1,5,1,1,1,1,2,5,1,1,1,1,1,5,5,3,2,2,1,2,5,5,5,3,5,2,2,5,1,4,5,2,3,4,4
"17301","South East Asian",18,"Yes","Female","Right",2,"US",4,5,5,4,4,4,2,4,4,3,2,4,3,1,3,2,5,2,2,1,1,1,1,2,2,2,2,3,4,4,3,4,3,3,5,3,2,3,4,3,3,4,4,4,4,4,3,3,4,3
"17302","European",22,"Yes","Female","Right",2,"US",4,2,4,2,3,2,2,2,3,1,2,3,1,2,2,5,1,4,4,3,2,2,2,2,2,2,1,1,4,3,3,4,2,3,4,1,2,3,3,2,5,4,5,4,4,4,5,4,5,4
"17303","Mixed",24,"No","Female","Right",1,"BR",1,5,5,3,5,5,5,4,5,2,1,3,1,5,1,1,1,5,5,5,1,3,1,1,1,1,1,1,5,5,3,5,1,3,3,1,3,3,2,1,5,5,4,5,5,5,5,5,5,5
"17304","European",23,"Yes","Male","Left",1,"US",3,3,3,4,4,4,3,4,4,2,2,3,2,3,2,4,2,3,4,3,3,2,1,3,3,3,2,2,4,3,3,2,2,1,2,5,2,5,2,2,4,4,5,5,5,5,4,3,5,3
"17305","European",18,"Yes","Female","Right",5,"US",2,4,4,3,3,4,1,3,4,2,4,5,4,5,3,1,3,1,5,1,1,1,1,1,1,1,2,1,5,5,2,3,1,1,3,4,1,4,2,1,4,4,5,3,4,4,4,4,3,3
"17306","European",25,"Yes","Female","Right",1,"US",4,2,2,3,3,4,2,2,3,1,2,2,1,3,1,4,1,5,5,3,1,2,3,2,2,1,3,2,5,4,2,4,1,2,5,2,3,4,4,2,5,5,5,5,5,5,5,5,5,5
"17307","Missed",60,"Yes","Female","Left",1,"AU",3,3,3,2,3,3,3,2,2,3,3,3,3,3,4,2,4,1,1,1,5,3,1,2,2,2,2,2,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3
"17308","Other",32,"Yes","Male","Right",2,"KR",5,5,4,4,5,5,5,3,5,4,3,3,2,2,1,4,4,2,5,2,2,2,5,4,3,4,2,4,2,3,2,2,1,2,4,4,1,4,1,2,4,4,5,3,5,5,4,4,5,5
"17309","European",18,"Yes","Female","Right",1,"US",1,1,2,1,2,1,1,2,1,1,1,4,2,1,4,5,2,4,4,5,4,3,3,2,2,2,4,2,3,3,4,3,3,4,4,2,3,2,3,3,4,3,4,3,3,3,2,2,5,3
"17310","European",21,"No","Male","Right",1,"BR",2,1,2,1,2,4,1,5,5,1,1,3,1,5,2,5,1,5,5,5,4,1,1,1,1,5,4,2,5,5,2,5,2,5,5,1,3,1,2,2,5,5,5,5,5,5,5,5,5,5
"17311","Other",42,"No","Female","Right",5,"US",2,4,4,3,4,5,3,2,4,4,3,3,2,2,3,1,5,1,1,4,1,2,1,2,2,2,2,2,4,4,2,2,2,1,3,3,1,5,2,3,4,4,4,4,4,5,4,4,4,4
"17312","Mixed",25,"No","Male","Right",1,"HN",2,2,3,3,4,5,2,3,3,4,5,5,3,1,4,2,4,2,2,2,1,2,2,2,2,1,2,3,4,3,3,1,1,2,3,3,3,3,3,3,4,5,4,5,5,5,4,3,3,5
"17313","Other",20,"Yes","Female","Right",5,"US",3,4,5,3,4,4,1,2,1,1,3,5,2,3,2,3,3,2,4,1,2,1,3,1,2,1,1,2,4,5,2,4,2,4,4,1,2,4,5,1,3,4,4,5,4,5,4,2,3,4
"17314","Other",48,"Yes","Female","Right",1,"US",3,4,3,4,5,5,5,1,4,3,3,4,2,2,3,3,2,3,1,2,1,1,1,1,1,1,1,1,5,5,2,2,1,1,1,5,1,5,3,1,5,4,5,5,5,5,5,3,5,5
"17315","Mixed",47,"No","Female","Right",1,"US",3,5,5,2,5,5,5,1,3,4,1,1,1,1,1,5,1,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,4,5,1,3,3,5,3,1,1,4,1,2,4,1,1,4,1
"17316","European",18,"Yes","Male","Right",2,"US",2,2,3,1,1,2,2,2,2,1,3,4,1,3,3,3,4,1,2,3,3,4,1,3,4,2,4,3,2,4,3,4,2,4,3,4,2,4,3,3,4,4,4,5,3,4,3,4,5,5
"17317","South East Asian",15,"No","Female","Right",1,"ID",4,3,3,3,4,3,4,4,4,2,2,5,2,2,2,3,2,3,3,3,4,3,3,2,3,3,3,3,4,3,2,3,4,4,4,3,3,3,2,3,2,3,3,4,3,3,4,2,3,4
"17318","Pacific",29,"No","Female","Right",5,"US",3,4,4,3,4,5,3,3,2,3,2,2,3,3,3,3,2,4,3,2,2,3,2,1,2,1,2,4,4,4,4,1,4,4,3,4,4,3,3,2,4,5,4,5,4,4,3,4,4,4
"17319","West African",27,"Yes","Male","Right",1,"US",3,3,4,3,4,5,3,3,3,4,4,4,3,3,4,1,5,1,1,1,1,2,1,2,2,3,1,2,4,5,2,2,1,1,1,5,1,3,2,4,4,3,4,4,5,5,5,1,4,5
"17320","Other",38,"No","Female","Right",5,"US",1,4,3,3,4,3,2,2,5,2,3,3,2,4,4,3,4,3,2,2,1,1,1,2,2,2,1,2,4,3,2,3,1,2,2,2,1,4,1,4,2,1,3,3,5,3,4,2,5,5
"17321","Other",14,"No","Female","Right",1,"IN",3,5,4,4,5,4,3,3,4,5,2,4,2,3,3,3,5,2,4,3,4,1,2,2,1,2,1,3,5,4,3,3,2,3,3,1,3,3,4,3,3,4,4,5,4,5,5,3,4,4
"17322","South East Asian",18,"No","Female","Left",1,"PH",1,3,5,1,2,3,3,1,1,1,3,4,3,2,3,3,3,3,3,3,1,1,3,1,1,2,1,1,5,4,2,3,2,3,3,2,1,3,1,2,3,5,5,1,3,5,3,3,5,4
"17323","European",20,"Yes","Male","Left",1,"CA",5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,1,4,1,2,2,1,2,4,2,2,4,2,2,2,4,3,2,2,3,4,4,2,3,5,3,4,4,4,4,3,4,4,3,4,3
"17324","Other",16,"Yes","Female","Left",5,"US",3,3,4,3,3,5,2,3,4,2,1,2,1,2,3,5,1,5,5,5,1,1,4,2,2,2,2,1,5,3,5,4,1,5,4,1,2,2,4,4,2,2,4,4,3,2,2,2,4,4
"17325","Other",18,"Yes","Male","Right",2,"US",2,3,4,2,4,4,3,2,3,2,4,4,2,2,4,2,4,2,1,4,1,1,2,1,1,1,1,1,5,5,4,4,2,2,4,2,4,2,4,4,3,5,5,4,3,2,5,2,5,3
"17326","Other",23,"No","Female","Right",2,"US",3,4,4,2,5,4,4,1,2,3,3,4,1,2,4,2,5,1,1,1,5,1,1,1,2,1,1,2,5,5,2,1,1,2,3,5,2,5,1,2,4,3,5,4,5,5,4,3,5,5
"17327","South East Asian",20,"No","Male","Right",1,"US",5,5,5,4,4,5,5,5,5,4,4,3,5,3,3,3,3,3,3,3,2,1,3,1,1,4,1,1,5,4,1,5,3,3,4,3,4,3,4,3,5,5,5,4,3,5,5,4,2,4
"17328","European",20,"No","Female","Right",5,"US",4,4,4,3,4,4,4,4,2,1,2,3,2,2,3,2,3,2,2,2,1,2,2,2,1,1,2,4,4,4,2,2,2,4,4,4,5,3,2,3,3,4,4,3,4,4,4,4,3,4
"17329","Other",26,"No","Male","Right",1,"IN",3,1,4,1,2,5,2,1,5,1,1,5,1,2,3,3,1,5,2,5,3,3,1,2,3,2,5,2,4,4,4,5,1,5,4,3,2,1,5,1,5,5,5,5,5,5,5,5,5,5
"17330","European",40,"Yes","Female","Right",2,"NL",2,5,4,4,5,5,4,4,4,4,3,4,2,4,4,3,3,3,4,2,2,2,4,2,2,2,2,3,4,4,2,4,4,3,4,2,3,4,3,2,3,4,4,4,5,4,4,2,3,5
"17331","European",17,"Yes","Female","Right",1,"US",1,1,2,1,2,1,1,5,2,1,2,3,1,2,2,4,2,3,4,4,2,1,4,1,2,2,2,1,4,4,4,4,2,5,4,2,2,4,2,2,4,3,4,4,2,2,3,3,2,2
"17332","Other",17,"Yes","Female","Right",1,"US",1,1,1,1,1,3,1,1,1,1,1,2,1,3,3,5,3,3,4,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,3,1,4,3,4,3
"17333","Pacific",21,"Yes","Female","Both",2,"US",4,3,4,3,4,4,3,1,4,3,3,5,4,3,4,1,2,2,2,2,4,2,3,5,4,4,4,1,1,3,3,4,2,2,5,4,2,1,3,3,3,5,5,5,5,5,5,3,5,5
"17334","European",31,"Yes","Male","Right",5,"US",3,2,2,4,1,2,1,1,1,2,1,3,2,4,1,3,4,3,4,1,2,3,4,2,2,2,2,4,4,4,2,3,3,2,5,2,2,1,2,3,4,5,5,5,5,5,4,2,4,5
"17335","Indian",26,"No","Female","Right",1,"IN",2,1,3,1,2,1,1,1,1,1,3,3,2,4,2,4,4,1,1,2,5,1,1,1,4,1,3,1,5,5,1,1,1,2,1,5,5,5,1,1,4,5,5,4,3,4,3,1,5,3
"17336","South East Asian",29,"No","Female","Right",5,"US",4,5,5,2,4,4,3,4,3,1,2,4,3,4,3,4,2,3,4,1,1,2,3,1,1,1,2,1,5,5,2,4,2,2,5,1,2,5,2,2,4,5,5,5,5,5,5,5,5,5
"17337","European",14,"Yes","Female","Right",1,"AU",5,5,4,4,5,5,5,4,5,4,4,4,2,4,4,5,2,3,4,3,5,1,2,1,1,1,1,1,5,4,3,5,2,4,2,1,3,3,2,2,4,4,4,4,4,5,5,2,4,5
"17338","European",25,"No","Female","Right",2,"BG",2,3,5,3,4,4,5,2,4,4,5,4,2,5,5,1,5,1,1,1,3,2,1,4,2,3,2,2,2,5,2,1,1,1,1,5,1,5,1,1,5,3,3,4,4,5,5,3,5,4
"17339","South East Asian",20,"No","Male","Right",1,"MY",3,5,5,3,3,4,3,3,3,1,4,3,2,5,1,1,4,2,3,1,1,1,2,4,4,3,1,2,4,5,4,1,2,1,3,4,4,5,3,2,3,3,5,5,4,4,3,3,5,3
"17340","South East Asian",15,"Yes","Female","Right",1,"SG",4,4,2,2,4,3,2,2,2,2,2,4,2,2,3,4,1,5,4,3,1,1,4,1,1,1,2,1,5,3,3,2,2,4,4,4,3,3,4,3,4,4,5,4,4,5,4,4,5,4
"17341","Other",19,"No","Male","Right",1,"PK",4,3,4,5,4,4,2,4,5,5,1,5,3,2,4,2,2,4,2,2,4,2,4,1,2,2,4,2,4,4,3,1,1,4,3,5,1,5,2,1,2,4,4,2,4,5,5,3,3,4
"17342","Other",26,"No","Female","Right",1,"IN",2,5,5,5,5,2,3,1,5,4,5,4,3,4,2,5,4,1,3,2,5,1,2,1,4,1,3,2,5,4,3,4,5,3,4,1,4,3,3,1,3,4,4,2,3,5,5,1,5,3
"17343","European",22,"No","Female","Right",2,"DK",3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,2,2,3,3,2,2,3,1,3,2,2,2,3,3,3,2,4,2,3,5,2,4,2,3,3,3,4,4,5,3,4,4,3,4,3
"17344","European",19,"No","Male","Right",5,"HU",3,1,2,2,1,4,3,1,4,1,2,3,2,3,3,3,2,2,3,4,2,3,1,2,4,2,2,2,3,3,5,2,2,3,4,5,3,3,4,2,5,5,5,5,3,4,1,4,5,4
"17345","European",27,"No","Female","Right",2,"NO",2,3,4,3,4,2,3,2,3,3,1,1,3,1,2,4,4,2,5,5,2,2,3,2,2,3,2,2,4,2,3,4,2,3,5,3,3,3,5,3,2,4,3,5,3,3,3,4,5,4
"17346","West African",27,"Yes","Male","Right",1,"US",3,4,5,2,4,4,3,2,3,4,5,4,5,4,5,1,5,1,1,1,2,1,1,2,2,4,2,1,4,5,1,1,1,1,1,5,1,5,2,3,4,5,5,5,5,5,5,2,5,5
"17347","European",47,"Yes","Male","Left",1,"GB",4,2,5,2,5,4,5,1,4,3,4,5,4,4,4,2,3,2,2,2,2,1,4,2,2,2,2,2,3,4,2,4,3,3,3,3,4,3,4,4,4,5,5,4,3,5,4,3,3,4
"17348","Indian",27,"Yes","Male","Right",1,"PK",4,4,5,3,3,4,4,3,4,3,5,4,3,3,4,3,3,3,3,2,2,2,2,1,2,3,2,2,4,4,3,1,1,2,2,4,1,4,2,3,4,4,5,2,4,4,4,4,3,4
"17349","South East Asian",29,"No","Male","Left",1,"PH",4,4,4,3,3,4,3,4,2,3,3,2,4,4,3,2,4,2,4,1,3,3,3,4,2,3,2,3,2,4,4,3,2,2,2,3,2,4,2,3,3,4,3,3,4,3,3,3,3,3
"17350","European",33,"No","Male","Right",1,"DK",4,5,4,5,5,5,5,2,4,3,5,5,3,4,5,1,3,2,3,2,3,3,4,2,2,2,2,2,4,3,5,1,3,2,5,5,4,3,5,2,5,5,5,5,4,5,5,4,4,3
"17351","European",20,"No","Female","Right",1,"RO",3,3,4,4,3,5,2,3,4,2,1,4,1,4,5,1,5,1,1,4,1,1,1,1,1,1,1,1,5,5,4,5,1,1,4,1,5,3,5,5,4,5,5,5,3,5,4,3,5,3
"17352","Mixed",19,"No","Female","Right",1,"ES",2,3,3,3,2,4,3,3,3,3,2,3,3,2,2,4,4,2,3,2,3,3,2,4,4,4,4,4,2,4,3,4,2,2,4,1,3,4,4,1,4,4,3,4,4,4,4,4,3,4
"17353","European",40,"Yes","Female","Right",1,"AU",2,3,3,2,2,4,3,2,2,3,4,2,4,4,4,2,3,2,2,2,1,2,4,2,2,2,2,3,4,3,3,5,2,2,4,1,2,3,3,2,5,5,5,5,4,5,5,4,4,4
"17354","South East Asian",14,"No","Female","Right",1,"PH",4,3,3,3,2,3,2,3,4,1,2,3,3,3,2,3,2,4,3,2,3,2,2,2,1,3,1,3,3,2,3,5,2,4,3,3,3,3,3,3,2,4,5,4,2,5,2,3,4,2
"17355","Indian",24,"No","Male","Right",1,"GB",1,4,3,2,3,3,4,3,4,2,1,2,2,3,2,5,3,4,3,3,1,2,1,1,2,1,3,3,5,4,3,3,3,3,3,3,1,3,3,3,2,1,4,1,3,5,2,2,3,3
"17356","North African and Other",16,"Yes","Female","Right",1,"AU",1,3,3,2,5,3,2,4,5,1,3,5,1,5,3,1,4,1,2,1,1,1,1,1,1,1,1,2,3,3,3,3,2,2,1,3,2,3,1,3,4,4,4,3,4,2,3,4,5,3
"17357","European",56,"Yes","Male","Left",1,"DE",2,3,3,3,3,3,2,3,2,2,3,4,3,4,4,2,4,2,3,2,2,4,2,2,3,3,3,3,3,3,2,2,2,1,2,4,2,4,2,3,4,4,4,4,3,2,3,3,3,3
"17358","West African",15,"Yes","Male","Left",1,"UG",3,4,4,4,4,4,4,3,4,3,4,5,4,4,3,2,4,3,3,2,4,2,4,3,3,4,3,3,3,4,4,2,4,4,5,2,4,3,5,4,4,2,2,2,3,5,3,3,2,5
"17359","European",36,"No","Female","Right",1,"SK",4,5,4,4,5,5,4,4,4,4,2,3,2,2,4,4,2,4,4,3,2,1,2,1,2,1,2,2,4,5,2,3,3,2,2,2,3,5,3,2,5,5,5,5,4,5,5,4,4,5
"17360","Other",18,"No","Male","Both",1,"IN",5,5,5,5,5,2,4,4,5,2,2,1,1,1,5,1,5,2,1,4,5,1,1,1,2,1,1,1,5,5,3,2,1,1,1,5,4,5,2,1,4,5,5,5,4,5,5,1,1,5
"17361","Other",20,"No","Female","Right",1,"ID",3,4,3,3,3,2,2,2,2,3,2,4,1,4,3,2,3,2,2,2,3,3,1,3,2,1,3,3,3,3,3,4,4,2,4,3,3,3,3,3,2,3,5,4,3,4,3,3,3,3
"17362","West African",21,"No","Female","Right",1,"ZM",3,1,4,2,4,3,2,5,2,1,3,5,3,2,5,2,4,2,2,1,1,2,1,2,2,2,2,3,3,3,2,1,2,1,2,5,2,5,2,3,4,5,4,5,4,5,4,4,5,4
"17363","Other",22,"No","Female","Right",1,"PK",5,1,1,5,1,5,1,5,1,1,1,5,1,5,1,5,1,5,5,5,5,5,1,1,5,1,5,1,5,1,5,5,1,1,5,5,5,1,5,5,1,1,1,1,1,5,1,1,1,1
"17364","European",46,"No","Male","Right",1,"RO",1,1,3,2,4,2,1,5,3,1,4,4,3,4,4,2,2,3,2,2,4,3,1,4,3,3,5,4,3,3,2,4,2,2,2,5,1,3,1,2,4,5,5,5,4,5,4,5,5,4
"17365","Other",45,"Yes","Female","Right",1,"KE",4,5,4,4,5,5,4,3,4,4,5,5,4,4,4,1,5,1,1,1,1,1,2,2,2,4,1,4,3,4,3,2,4,2,3,3,4,4,4,2,4,4,4,4,5,5,2,2,1,5
